Genus,Trait_group,Trait,Trait_affinity
Leptophlebia,Resp_abbrev,Gills,1
Leptophlebia,Rheophily_abbrev,depo,0.3
Leptophlebia,Rheophily_abbrev,depo_eros,0.3
Leptophlebia,Rheophily_abbrev,eros,0.4
Leptophlebia,Thermal_pref,Cool-warm eurythermal (5-30 C),0.714285714
Leptophlebia,Thermal_pref,Warm eurythermal (15-30 C),0.285714286
Leptophlebia,Voltinism_abbrev,Univoltine,1
Leptopsilopa,Feed_prim_abbrev,CG,1
Leptopsilopa,Habit_prim,Burrower,1
Leptotarsus,Feed_prim_abbrev,SH,1
Leptotarsus,Habit_prim,Burrower,1
Leptotarsus,Rheophily_abbrev,depo,1
Lestes,AdultFlyingStrength_abbrev,Strong,0.555555556
Lestes,AdultFlyingStrength_abbrev,Weak,0.444444444
Lestes,Emerge_season_1,Spring,0.508196721
Lestes,Emerge_season_1,Summer,0.459016393
Lestes,Emerge_season_1,Winter,0.032786885
Lestes,Emerge_season_2,Fall,0.6
Lestes,Emerge_season_2,Spring,0.05
Lestes,Emerge_season_2,Summer,0.25
Lestes,Emerge_season_2,Winter,0.1
Lestes,Emerge_synch_abbrev,Well,1
Lestes,Feed_prim_abbrev,PR,1
Lestes,Female_disp_abbrev,Low,1
Lestes,Habit_prim,Climber,1
Lestes,Habit_sec,Clinger,1
Lestes,Max_body_size_abbrev,Large,1
Lestes,Resp_abbrev,Gills,0.2
Lestes,Resp_abbrev,Tegument,0.8
Lestes,Rheophily_abbrev,depo,1
Lestes,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Lestes,Thermal_pref,Warm eurythermal (15-30 C),0.5
Lestes,Voltinism_abbrev,Univoltine,1
Lethocerus,AdultFlyingStrength_abbrev,Strong,0.5
Lethocerus,AdultFlyingStrength_abbrev,Weak,0.5
Lethocerus,Emerge_season_1,Spring,1
Lethocerus,Emerge_season_2,Summer,1
Lethocerus,Feed_prim_abbrev,PR,1
Lethocerus,Female_disp_abbrev,High,1
Lethocerus,Habit_prim,Climber,0.777777778
Lethocerus,Habit_prim,Swimmer,0.222222222
Lethocerus,Habit_sec,Swimmer,1
Lethocerus,Max_body_size_abbrev,Large,1
Lethocerus,Resp_abbrev,Plastron_spiracle,1
Lethocerus,Rheophily_abbrev,depo,1
Lethocerus,Thermal_pref,Warm eurythermal (15-30 C),1
Lethocerus,Voltinism_abbrev,Bi_multivoltine,0.666666667
Lethocerus,Voltinism_abbrev,Univoltine,0.333333333
Leucorrhinia,AdultFlyingStrength_abbrev,Strong,1
Leucorrhinia,Emerge_season_1,Spring,0.617021277
Leucorrhinia,Emerge_season_1,Summer,0.382978723
Leucorrhinia,Emerge_season_2,Fall,0.212765957
Leucorrhinia,Emerge_season_2,Summer,0.787234043
Leucorrhinia,Emerge_synch_abbrev,Well,1
Leucorrhinia,Feed_prim_abbrev,PR,1
Leucorrhinia,Female_disp_abbrev,High,1
Leucorrhinia,Habit_prim,Climber,1
Leucorrhinia,Max_body_size_abbrev,Large,0.571428571
Leucorrhinia,Max_body_size_abbrev,Medium,0.428571429
Leucorrhinia,Resp_abbrev,Gills,1
Leucorrhinia,Rheophily_abbrev,depo,1
Leucorrhinia,Thermal_pref,Warm eurythermal (15-30 C),1
Leucorrhinia,Voltinism_abbrev,Univoltine,1
Leucotrichia,AdultFlyingStrength_abbrev,Weak,1
Leucotrichia,Emerge_season_1,Fall,0.5
Leucotrichia,Emerge_season_1,Spring,0.5
Leucotrichia,Emerge_season_2,Summer,1
Leucotrichia,Emerge_synch_abbrev,Well,1
Leucotrichia,Feed_mode_sec,CG,0.666666667
Leucotrichia,Feed_mode_sec,HB,0.333333333
Leucotrichia,Feed_prim_abbrev,CF,0.071428571
Leucotrichia,Feed_prim_abbrev,HB,0.928571429
Leucotrichia,Female_disp_abbrev,High,1
Leucotrichia,Habit_prim,Climber,0.285714286
Leucotrichia,Habit_prim,Clinger,0.714285714
Leucotrichia,Max_body_size_abbrev,Small,1
Leucotrichia,Resp_abbrev,Tegument,1
Leucotrichia,Rheophily_abbrev,eros,1
Leucotrichia,Thermal_pref,Cold-cool eurythermal (0-15 C),0.166666667
Leucotrichia,Thermal_pref,Cool-warm eurythermal (5-30 C),0.333333333
Leucotrichia,Thermal_pref,Warm eurythermal (15-30 C),0.5
Leucotrichia,Voltinism_abbrev,Univoltine,1
Leucrocuta,AdultFlyingStrength_abbrev,Weak,1
Leucrocuta,Emerge_season_1,Spring,0.4
Leucrocuta,Emerge_season_1,Summer,0.6
Leucrocuta,Emerge_season_2,Fall,0.285714286
Leucrocuta,Emerge_season_2,Spring,0.142857143
Leucrocuta,Emerge_season_2,Summer,0.571428571
Leucrocuta,Emerge_synch_abbrev,Well,1
Leucrocuta,Feed_mode_sec,CG,1
Leucrocuta,Feed_prim_abbrev,HB,1
Leucrocuta,Female_disp_abbrev,Low,1
Leucrocuta,Habit_prim,Clinger,1
Leucrocuta,Max_body_size_abbrev,Medium,0.833333333
Leucrocuta,Max_body_size_abbrev,Small,0.166666667
Leucrocuta,Resp_abbrev,Gills,1
Leucrocuta,Rheophily_abbrev,depo_eros,0.666666667
Leucrocuta,Rheophily_abbrev,eros,0.333333333
Leucrocuta,Thermal_pref,Cold-cool eurythermal (0-15 C),0.428571429
Leucrocuta,Thermal_pref,Cool-warm eurythermal (5-30 C),0.142857143
Leucrocuta,Thermal_pref,Warm eurythermal (15-30 C),0.428571429
Leucrocuta,Voltinism_abbrev,Univoltine,1
Leuctra,AdultFlyingStrength_abbrev,Weak,1
Leuctra,Emerge_season_1,Fall,0.2
Leuctra,Emerge_season_1,Spring,0.533333333
Leuctra,Emerge_season_1,Summer,0.2
Leuctra,Emerge_season_1,Winter,0.066666667
Leuctra,Emerge_season_2,Fall,0.5
Leuctra,Emerge_season_2,Spring,0.1
Leuctra,Emerge_season_2,Summer,0.4
Leuctra,Emerge_synch_abbrev,Well,1
Leuctra,Feed_prim_abbrev,SH,1
Leuctra,Female_disp_abbrev,Low,1
Leuctra,Habit_prim,Burrower,0.25
Leuctra,Habit_prim,Sprawler,0.75
Leuctra,Max_body_size_abbrev,Small,1
Leuctra,Resp_abbrev,Tegument,1
Leuctra,Rheophily_abbrev,depo_eros,0.333333333
Leuctra,Rheophily_abbrev,eros,0.666666667
Leuctra,Thermal_pref,Cold-cool eurythermal (0-15 C),0.111111111
Leuctra,Thermal_pref,Cool-warm eurythermal (5-30 C),0.777777778
Leuctra,Thermal_pref,Warm eurythermal (15-30 C),0.111111111
Leuctra,Voltinism_abbrev,Semivoltine,0.285714286
Leuctra,Voltinism_abbrev,Univoltine,0.714285714
Liancalus,Feed_prim_abbrev,PR,1
Liancalus,Habit_prim,Sprawler,1
Liancalus,Habit_sec,Burrower,1
Libellula,AdultFlyingStrength_abbrev,Strong,1
Libellula,Emerge_season_1,Fall,0.010582011
Libellula,Emerge_season_1,Spring,0.693121693
Libellula,Emerge_season_1,Summer,0.264550265
Libellula,Emerge_season_1,Winter,0.031746032
Libellula,Emerge_season_2,Fall,0.64021164
Libellula,Emerge_season_2,Summer,0.349206349
Libellula,Emerge_season_2,Winter,0.010582011
Libellula,Emerge_synch_abbrev,Poorly,1
Libellula,Feed_prim_abbrev,PR,1
Libellula,Female_disp_abbrev,High,1
Libellula,Habit_prim,Climber,0.111111111
Libellula,Habit_prim,Sprawler,0.888888889
Libellula,Max_body_size_abbrev,Large,1
Libellula,Resp_abbrev,Gills,1
Libellula,Rheophily_abbrev,depo,1
Libellula,Thermal_pref,Hot euthermal (>30 C),0.4
Libellula,Thermal_pref,Warm eurythermal (15-30 C),0.6
Libellula,Voltinism_abbrev,Semivoltine,0.2
Libellula,Voltinism_abbrev,Univoltine,0.8
Limnebius,Habit_prim,Clinger,1
Limnebius,Habit_sec,Climber,1
Limnebius,Max_body_size_abbrev,Small,1
Limnephilus,AdultFlyingStrength_abbrev,Weak,1
Limnephilus,Emerge_synch_abbrev,Well,1
Limnephilus,Feed_prim_abbrev,SH,1
Limnephilus,Female_disp_abbrev,Low,1
Limnephilus,Habit_prim,Climber,0.428571429
Limnephilus,Habit_prim,Sprawler,0.571428571
Limnephilus,Max_body_size_abbrev,Large,0.5
Limnephilus,Max_body_size_abbrev,Medium,0.5
Limnephilus,Resp_abbrev,Gills,1
Limnephilus,Rheophily_abbrev,depo,0.5
Limnephilus,Rheophily_abbrev,depo_eros,0.5
Limnephilus,Thermal_pref,Cold-cool eurythermal (0-15 C),0.307692308
Limnephilus,Thermal_pref,Cool-warm eurythermal (5-30 C),0.384615385
Limnephilus,Thermal_pref,Warm eurythermal (15-30 C),0.307692308
Limnephilus,Voltinism_abbrev,Univoltine,1
Limnogonus,Feed_prim_abbrev,PR,1
Limnogonus,Habit_prim,Skater,1
Limnophila,AdultFlyingStrength_abbrev,Weak,1
Limnophila,Emerge_synch_abbrev,Poorly,1
Limnophila,Feed_prim_abbrev,PR,0.8
Limnophila,Feed_prim_abbrev,SH,0.2
Limnophila,Female_disp_abbrev,Low,1
Limnophila,Habit_prim,Burrower,1
Limnophila,Max_body_size_abbrev,Large,0.2
Limnophila,Max_body_size_abbrev,Medium,0.8
Limnophila,Resp_abbrev,Gills,0.8
Limnophila,Resp_abbrev,Plastron_spiracle,0.2
Limnophila,Rheophily_abbrev,depo_eros,1
Limnophila,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Limnophila,Voltinism_abbrev,Univoltine,1
Limnophora,AdultFlyingStrength_abbrev,Strong,1
Limnophora,Emerge_synch_abbrev,Poorly,1
Limnophora,Feed_prim_abbrev,PR,1
Limnophora,Female_disp_abbrev,Low,1
Limnophora,Habit_prim,Burrower,1
Limnophora,Max_body_size_abbrev,Medium,1
Limnophora,Resp_abbrev,Tegument,1
Limnophora,Rheophily_abbrev,eros,1
Limnophora,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Limnophora,Thermal_pref,Warm eurythermal (15-30 C),0.5
Limnophora,Voltinism_abbrev,Bi_multivoltine,1
Limnophyes,AdultFlyingStrength_abbrev,Strong,1
Limnophyes,Feed_prim_abbrev,CG,1
Limnophyes,Habit_prim,Clinger,0.2
Limnophyes,Habit_prim,Sprawler,0.8
Limnophyes,Max_body_size_abbrev,Small,1
Limnophyes,Resp_abbrev,Tegument,1
Limnophyes,Thermal_pref,Warm eurythermal (15-30 C),1
Limnophyes,Voltinism_abbrev,Bi_multivoltine,0.5
Limnophyes,Voltinism_abbrev,Univoltine,0.5
Limnoporus,Feed_prim_abbrev,PR,1
Limnoporus,Habit_prim,Skater,1
Limnoporus,Max_body_size_abbrev,Medium,0.75
Limnoporus,Max_body_size_abbrev,Small,0.25
Limnoporus,Resp_abbrev,Plastron_spiracle,1
Limnoporus,Rheophily_abbrev,eros,1
Limnoporus,Thermal_pref,Warm eurythermal (15-30 C),1
Limnoporus,Voltinism_abbrev,Univoltine,1
Limonia,AdultFlyingStrength_abbrev,Weak,1
Limonia,Emerge_synch_abbrev,Poorly,1
Limonia,Feed_prim_abbrev,HB,0.125
Limonia,Feed_prim_abbrev,SH,0.875
Limonia,Female_disp_abbrev,Low,1
Limonia,Habit_prim,Burrower,1
Limonia,Max_body_size_abbrev,Large,0.2
Limonia,Max_body_size_abbrev,Medium,0.8
Limonia,Resp_abbrev,Gills,0.8
Limonia,Resp_abbrev,Plastron_spiracle,0.2
Limonia,Rheophily_abbrev,depo_eros,1
Limonia,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Limonia,Thermal_pref,Warm eurythermal (15-30 C),0.5
Limonia,Voltinism_abbrev,Univoltine,1
Liodessus,AdultFlyingStrength_abbrev,Strong,1
Liodessus,Emerge_season_1,Spring,1
Liodessus,Emerge_season_2,Summer,1
Liodessus,Emerge_synch_abbrev,Well,1
Liodessus,Feed_prim_abbrev,PR,1
Liodessus,Female_disp_abbrev,Low,1
Liodessus,Habit_prim,Swimmer,1
Liodessus,Habit_sec,Climber,1
Liodessus,Max_body_size_abbrev,Small,1
Liodessus,Resp_abbrev,Tegument,1
Liodessus,Rheophily_abbrev,depo,0.666666667
Liodessus,Rheophily_abbrev,depo_eros,0.333333333
Liodessus,Thermal_pref,Warm eurythermal (15-30 C),1
Liodessus,Voltinism_abbrev,Bi_multivoltine,0.5
Liodessus,Voltinism_abbrev,Univoltine,0.5
Lioporeus,Emerge_season_1,Spring,1
Lioporeus,Emerge_season_2,Summer,1
Lioporeus,Feed_prim_abbrev,PR,1
Lioporeus,Habit_prim,Swimmer,1
Lioporeus,Max_body_size_abbrev,Small,1
Lioporeus,Resp_abbrev,Tegument,1
Lipogomphus,Feed_prim_abbrev,PR,1
Lipogomphus,Habit_prim,Climber,1
Lipogomphus,Habit_sec,Burrower,1
Lipsothrix,AdultFlyingStrength_abbrev,Weak,1
Lipsothrix,Emerge_synch_abbrev,Poorly,1
Lipsothrix,Feed_prim_abbrev,SH,1
Lipsothrix,Female_disp_abbrev,Low,1
Lipsothrix,Max_body_size_abbrev,Medium,1
Lipsothrix,Resp_abbrev,Gills,1
Lipsothrix,Rheophily_abbrev,depo_eros,0.333333333
Lipsothrix,Rheophily_abbrev,eros,0.666666667
Lipsothrix,Voltinism_abbrev,Semivoltine,0.333333333
Lipsothrix,Voltinism_abbrev,Univoltine,0.666666667
Lispoides,Feed_prim_abbrev,PR,1
Lispoides,Habit_prim,Sprawler,1
Lispoides,Max_body_size_abbrev,Small,1
Lispoides,Rheophily_abbrev,depo_eros,0.5
Lispoides,Rheophily_abbrev,eros,0.5
Lispoides,Thermal_pref,Warm eurythermal (15-30 C),1
Lissorhoptrus,Feed_prim_abbrev,HB,0.333333333
Lissorhoptrus,Feed_prim_abbrev,SH,0.666666667
Lissorhoptrus,Habit_prim,Climber,1
Lissorhoptrus,Habit_sec,Clinger,1
Lissorhoptrus,Max_body_size_abbrev,Small,1
Lissorhoptrus,Resp_abbrev,Plastron_spiracle,1
Lissorhoptrus,Rheophily_abbrev,depo,1
Lissorhoptrus,Voltinism_abbrev,Univoltine,1
Listronotus,Feed_prim_abbrev,HB,1
Listronotus,Habit_prim,Burrower,1
Listronotus,Habit_sec,Swimmer,1
Listronotus,Max_body_size_abbrev,Small,1
Listronotus,Resp_abbrev,Tegument,1
Litobrancha,AdultFlyingStrength_abbrev,Weak,1
Litobrancha,Emerge_season_1,Spring,1
Litobrancha,Emerge_season_2,Spring,0.25
Litobrancha,Emerge_season_2,Summer,0.75
Litobrancha,Emerge_synch_abbrev,Poorly,1
Litobrancha,Feed_prim_abbrev,CG,1
Litobrancha,Female_disp_abbrev,Low,1
Litobrancha,Habit_prim,Burrower,1
Litobrancha,Max_body_size_abbrev,Large,0.25
Litobrancha,Max_body_size_abbrev,Medium,0.75
Litobrancha,Resp_abbrev,Gills,1
Litobrancha,Rheophily_abbrev,depo,0.75
Litobrancha,Rheophily_abbrev,eros,0.25
Litobrancha,Thermal_pref,Cold stenothermal (<5 C),0.166666667
Litobrancha,Thermal_pref,Cold-cool eurythermal (0-15 C),0.666666667
Litobrancha,Thermal_pref,Cool-warm eurythermal (5-30 C),0.166666667
Litobrancha,Voltinism_abbrev,Semivoltine,1
Lixadmontia,Feed_prim_abbrev,PA,1
Lixadmontia,Habit_prim,Burrower,1
Lixadmontia,Max_body_size_abbrev,Small,1
Lixadmontia,Resp_abbrev,Tegument,1
Lixus,Feed_prim_abbrev,HB,1
Lixus,Habit_prim,Burrower,1
Lixus,Habit_sec,Swimmer,1
Lixus,Max_body_size_abbrev,Medium,1
Lixus,Resp_abbrev,Tegument,1
Lopescladius,Feed_prim_abbrev,CG,1
Lopescladius,Habit_prim,Sprawler,1
Lopescladius,Max_body_size_abbrev,Small,1
Lopescladius,Resp_abbrev,Tegument,1
Lopescladius,Voltinism_abbrev,Bi_multivoltine,1
Lutrochus,AdultFlyingStrength_abbrev,Weak,1
Lutrochus,Feed_mode_sec,SH,1
Lutrochus,Feed_prim_abbrev,HB,0.666666667
Lutrochus,Feed_prim_abbrev,SH,0.333333333
Lutrochus,Female_disp_abbrev,Low,1
Lutrochus,Habit_prim,Burrower,0.25
Lutrochus,Habit_prim,Clinger,0.5
Lutrochus,Habit_prim,Sprawler,0.25
Lutrochus,Max_body_size_abbrev,Small,1
Lutrochus,Resp_abbrev,Gills,1
Lutrochus,Rheophily_abbrev,eros,1
Lutrochus,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Lutrochus,Voltinism_abbrev,Semivoltine,1
Lype,AdultFlyingStrength_abbrev,Weak,1
Lype,Emerge_synch_abbrev,Well,1
Lype,Feed_prim_abbrev,CG,0.2
Lype,Feed_prim_abbrev,HB,0.8
Lype,Female_disp_abbrev,Low,1
Lype,Habit_prim,Clinger,1
Lype,Max_body_size_abbrev,Small,1
Lype,Resp_abbrev,Tegument,1
Lype,Rheophily_abbrev,eros,1
Lype,Thermal_pref,Cold-cool eurythermal (0-15 C),0.333333333
Lype,Thermal_pref,Cool-warm eurythermal (5-30 C),0.666666667
Lype,Voltinism_abbrev,Univoltine,1
Lytogaster,Feed_prim_abbrev,HB,1
Lytogaster,Habit_prim,Sprawler,1
Maccaffertium,Emerge_season_1,Spring,0.597560976
Maccaffertium,Emerge_season_1,Summer,0.280487805
Maccaffertium,Emerge_season_1,Winter,0.12195122
Maccaffertium,Emerge_season_2,Fall,0.2
Maccaffertium,Emerge_season_2,Spring,0.2
Maccaffertium,Emerge_season_2,Summer,0.6
Maccaffertium,Feed_mode_sec,CG,0.818181818
Maccaffertium,Feed_mode_sec,HB,0.181818182
Maccaffertium,Feed_prim_abbrev,CG,0.181818182
Maccaffertium,Feed_prim_abbrev,HB,0.818181818
Maccaffertium,Habit_prim,Clinger,0.875
Maccaffertium,Habit_prim,Sprawler,0.125
Maccaffertium,Habit_sec,Swimmer,1
Maccaffertium,Max_body_size_abbrev,Medium,0.653846154
Maccaffertium,Max_body_size_abbrev,Small,0.346153846
Maccaffertium,Resp_abbrev,Gills,1
Maccaffertium,Rheophily_abbrev,depo,0.076923077
Maccaffertium,Rheophily_abbrev,depo_eros,0.192307692
Maccaffertium,Rheophily_abbrev,eros,0.730769231
Maccaffertium,Thermal_pref,Cold-cool eurythermal (0-15 C),0.16
Maccaffertium,Thermal_pref,Cool-warm eurythermal (5-30 C),0.52
Maccaffertium,Thermal_pref,Warm eurythermal (15-30 C),0.32
Maccaffertium,Voltinism_abbrev,Bi_multivoltine,0.173913043
Maccaffertium,Voltinism_abbrev,Univoltine,0.826086957
Macdunnoa,AdultFlyingStrength_abbrev,Weak,1
Macdunnoa,Emerge_season_1,Spring,1
Macdunnoa,Emerge_season_2,Spring,0.5
Macdunnoa,Emerge_season_2,Summer,0.5
Macdunnoa,Emerge_synch_abbrev,Well,1
Macdunnoa,Feed_prim_abbrev,HB,1
Macdunnoa,Female_disp_abbrev,Low,1
Macdunnoa,Habit_prim,Clinger,1
Macdunnoa,Max_body_size_abbrev,Small,1
Macdunnoa,Resp_abbrev,Gills,1
Macdunnoa,Rheophily_abbrev,depo_eros,0.666666667
Macdunnoa,Rheophily_abbrev,eros,0.333333333
Macdunnoa,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Macdunnoa,Voltinism_abbrev,Univoltine,1
Macrelmis,Habit_prim,Clinger,1
Macrelmis,Max_body_size_abbrev,Small,1
Macrelmis,Resp_abbrev,Gills,1
Macrodiplax,AdultFlyingStrength_abbrev,Strong,1
Macrodiplax,Emerge_season_1,Spring,0.714285714
Macrodiplax,Emerge_season_1,Summer,0.285714286
Macrodiplax,Emerge_season_2,Fall,0.857142857
Macrodiplax,Emerge_season_2,Spring,0.142857143
Macrodiplax,Max_body_size_abbrev,Medium,1
Macrodiplax,Rheophily_abbrev,depo,1
Macromia,AdultFlyingStrength_abbrev,Strong,1
Macromia,Emerge_season_1,Spring,0.5
Macromia,Emerge_season_1,Summer,0.5
Macromia,Emerge_season_2,Fall,0.5625
Macromia,Emerge_season_2,Summer,0.40625
Macromia,Emerge_season_2,Winter,0.03125
Macromia,Emerge_synch_abbrev,Well,1
Macromia,Feed_prim_abbrev,PR,1
Macromia,Female_disp_abbrev,High,1
Macromia,Habit_prim,Sprawler,1
Macromia,Max_body_size_abbrev,Large,1
Macromia,Resp_abbrev,Gills,1
Macromia,Rheophily_abbrev,depo,0.393939394
Macromia,Rheophily_abbrev,depo_eros,0.515151515
Macromia,Rheophily_abbrev,eros,0.090909091
Macromia,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Macromia,Voltinism_abbrev,Semivoltine,1
Macronychus,AdultFlyingStrength_abbrev,Weak,1
Macronychus,Emerge_season_1,Summer,1
Macronychus,Emerge_season_2,Fall,1
Macronychus,Emerge_synch_abbrev,Poorly,1
Macronychus,Feed_mode_sec,CF,1
Macronychus,Feed_prim_abbrev,CG,0.8
Macronychus,Feed_prim_abbrev,HB,0.2
Macronychus,Female_disp_abbrev,High,1
Macronychus,Habit_prim,Clinger,1
Macronychus,Max_body_size_abbrev,Small,1
Macronychus,Resp_abbrev,Gills,0.25
Macronychus,Resp_abbrev,Tegument,0.75
Macronychus,Rheophily_abbrev,eros,1
Macronychus,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Macronychus,Voltinism_abbrev,Semivoltine,0.166666667
Macronychus,Voltinism_abbrev,Univoltine,0.833333333
Macropelopia,Emerge_season_1,Summer,0.5
Macropelopia,Emerge_season_1,Winter,0.5
Macropelopia,Emerge_season_2,Fall,1
Macropelopia,Feed_prim_abbrev,PR,1
Macropelopia,Habit_prim,Sprawler,1
Macropelopia,Rheophily_abbrev,depo_eros,0.75
Macropelopia,Rheophily_abbrev,eros,0.25
Macropelopia,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Macropelopia,Thermal_pref,Warm eurythermal (15-30 C),0.5
Macrostemum,AdultFlyingStrength_abbrev,Strong,1
Macrostemum,Emerge_season_1,Spring,0.5
Macrostemum,Emerge_season_1,Summer,0.5
Macrostemum,Emerge_season_2,Fall,0.222222222
Macrostemum,Emerge_season_2,Summer,0.777777778
Macrostemum,Emerge_synch_abbrev,Well,1
Macrostemum,Feed_prim_abbrev,CF,1
Macrostemum,Female_disp_abbrev,High,1
Macrostemum,Habit_prim,Clinger,1
Macrostemum,Max_body_size_abbrev,Large,0.333333333
Macrostemum,Max_body_size_abbrev,Medium,0.666666667
Macrostemum,Resp_abbrev,Gills,0.75
Macrostemum,Resp_abbrev,Tegument,0.25
Macrostemum,Rheophily_abbrev,eros,1
Macrostemum,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Macrostemum,Thermal_pref,Warm eurythermal (15-30 C),0.5
Macrostemum,Voltinism_abbrev,Bi_multivoltine,0.25
Macrostemum,Voltinism_abbrev,Univoltine,0.75
Macrothemis,AdultFlyingStrength_abbrev,Strong,1
Macrothemis,Emerge_season_1,Spring,0.666666667
Macrothemis,Emerge_season_1,Summer,0.333333333
Macrothemis,Emerge_season_2,Fall,1
Macrothemis,Emerge_synch_abbrev,Well,1
Macrothemis,Feed_prim_abbrev,PR,1
Macrothemis,Habit_prim,Burrower,0.25
Macrothemis,Habit_prim,Sprawler,0.75
Macrothemis,Max_body_size_abbrev,Large,0.666666667
Macrothemis,Max_body_size_abbrev,Medium,0.333333333
Macrothemis,Rheophily_abbrev,depo_eros,1
Macrovelia,AdultFlyingStrength_abbrev,Weak,1
Macrovelia,Emerge_season_1,Spring,1
Macrovelia,Feed_prim_abbrev,PR,1
Macrovelia,Habit_prim,Climber,1
Macrovelia,Habit_sec,Sprawler,1
Macrovelia,Rheophily_abbrev,depo,0.5
Macrovelia,Rheophily_abbrev,depo_eros,0.5
Macrovelia,Voltinism_abbrev,Univoltine,1
Malenka,AdultFlyingStrength_abbrev,Weak,1
Malenka,Emerge_season_1,Spring,0.444444444
Malenka,Emerge_season_1,Winter,0.555555556
Malenka,Emerge_season_2,Fall,0.666666667
Malenka,Emerge_season_2,Summer,0.333333333
Malenka,Emerge_synch_abbrev,Well,1
Malenka,Feed_prim_abbrev,SH,1
Malenka,Female_disp_abbrev,Low,1
Malenka,Habit_prim,Sprawler,1
Malenka,Max_body_size_abbrev,Small,1
Malenka,Resp_abbrev,Gills,0.75
Malenka,Resp_abbrev,Tegument,0.25
Malenka,Rheophily_abbrev,depo_eros,0.5
Malenka,Rheophily_abbrev,eros,0.5
Malenka,Thermal_pref,Cold-cool eurythermal (0-15 C),0.4
Malenka,Thermal_pref,Cool-warm eurythermal (5-30 C),0.2
Malenka,Thermal_pref,Warm eurythermal (15-30 C),0.4
Malenka,Voltinism_abbrev,Univoltine,1
Malirekus,AdultFlyingStrength_abbrev,Weak,1
Malirekus,Emerge_season_1,Fall,0.5
Malirekus,Emerge_season_1,Spring,0.5
Malirekus,Emerge_season_2,Spring,0.5
Malirekus,Emerge_season_2,Summer,0.5
Malirekus,Emerge_synch_abbrev,Well,1
Malirekus,Feed_prim_abbrev,PR,1
Malirekus,Female_disp_abbrev,Low,1
Malirekus,Habit_prim,Clinger,1
Malirekus,Max_body_size_abbrev,Large,1
Malirekus,Resp_abbrev,Gills,0.5
Malirekus,Resp_abbrev,Tegument,0.5
Malirekus,Rheophily_abbrev,depo_eros,0.5
Malirekus,Rheophily_abbrev,eros,0.5
Malirekus,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Malirekus,Voltinism_abbrev,Univoltine,1
Mallochohelea,AdultFlyingStrength_abbrev,Weak,1
Mallochohelea,Emerge_synch_abbrev,Poorly,1
Mallochohelea,Feed_prim_abbrev,PR,1
Mallochohelea,Female_disp_abbrev,Low,1
Mallochohelea,Habit_prim,Burrower,1
Mallochohelea,Habit_sec,Planktonic,1
Mallochohelea,Max_body_size_abbrev,Small,1
Mallochohelea,Resp_abbrev,Tegument,1
Mallochohelea,Rheophily_abbrev,depo_eros,1
Mallochohelea,Voltinism_abbrev,Univoltine,1
Mansonia,AdultFlyingStrength_abbrev,Strong,1
Mansonia,Emerge_season_1,Summer,1
Mansonia,Emerge_season_2,Fall,1
Mansonia,Feed_mode_sec,CF,1
Mansonia,Feed_prim_abbrev,CF,0.4
Mansonia,Feed_prim_abbrev,CG,0.6
Mansonia,Habit_prim,Clinger,0.6
Mansonia,Habit_prim,Swimmer,0.4
Mansonia,Max_body_size_abbrev,Small,1
Mansonia,Resp_abbrev,Plastron_spiracle,1
Mansonia,Thermal_pref,Warm eurythermal (15-30 C),1
Mansonia,Voltinism_abbrev,Bi_multivoltine,0.5
Mansonia,Voltinism_abbrev,Univoltine,0.5
Marilia,Feed_prim_abbrev,SH,1
Marilia,Habit_prim,Clinger,1
Marilia,Max_body_size_abbrev,Large,0.5
Marilia,Max_body_size_abbrev,Medium,0.5
Maruina,AdultFlyingStrength_abbrev,Weak,1
Maruina,Emerge_synch_abbrev,Well,1
Maruina,Feed_prim_abbrev,HB,0.6
Maruina,Feed_prim_abbrev,SH,0.4
Maruina,Female_disp_abbrev,Low,1
Maruina,Habit_prim,Clinger,1
Maruina,Max_body_size_abbrev,Small,1
Maruina,Resp_abbrev,Plastron_spiracle,0.5
Maruina,Resp_abbrev,Tegument,0.5
Maruina,Rheophily_abbrev,eros,1
Maruina,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Maruina,Voltinism_abbrev,Univoltine,1
Matriella,Emerge_season_1,Summer,1
Matriella,Emerge_season_2,Summer,1
Matriella,Resp_abbrev,Gills,1
Matriella,Rheophily_abbrev,eros,1
Matriella,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Matrioptila,AdultFlyingStrength_abbrev,Weak,1
Matrioptila,Emerge_season_1,Spring,0.666666667
Matrioptila,Emerge_season_1,Summer,0.333333333
Matrioptila,Emerge_season_2,Spring,0.5
Matrioptila,Emerge_season_2,Summer,0.5
Matrioptila,Emerge_synch_abbrev,Well,1
